"","ID","MonthlyIncome"
"1",871,5776.13804574664
"2",872,2261.94994448648
"3",873,14452.6525442854
"4",874,1958.20058184468
"5",875,2375.31766880848
"6",876,6760.09375432046
"7",877,5832.82190790764
"8",878,1788.14899536168
"9",879,2241.61989264969
"10",880,14736.0718550904
"11",881,10974.8182533494
"12",882,2375.31766880848
"13",883,6023.20354622744
"14",884,5662.77032142464
"15",885,6249.93899487144
"16",886,5909.83582190543
"17",887,6306.62285703244
"18",888,6079.88740838844
"19",889,6249.93899487144
"20",890,2318.63380664748
"21",891,6193.25513271044
"22",892,9897.82487229039
"23",893,9897.82487229039
"24",894,5719.45418358564
"25",895,11031.5021155104
"26",896,10067.8764587734
"27",897,10011.1925966124
"28",898,13978.8515951606
"29",899,6249.93899487144
"30",900,2318.63380664748
"31",901,2318.63380664748
"32",902,6002.87349439065
"33",903,6703.40989215946
"34",904,2432.00153096949
"35",905,14566.0202686074
"36",906,5606.08645926363
"37",907,10274.2818555806
"38",908,6136.57127054944
"39",909,2091.89835800348
"40",910,2035.21449584247
"41",911,18213.9061460263
"42",912,2071.56830616669
"43",913,2375.31766880848
"44",914,10181.2441830954
"45",915,6136.57127054944
"46",916,5966.51968406643
"47",917,2148.58222016448
"48",918,5966.51968406643
"49",919,2035.21449584247
"50",920,2658.73697961349
"51",921,2205.26608232548
"52",922,2035.21449584247
"53",923,6193.25513271044
"54",924,5946.18963222964
"55",925,15132.8588902174
"56",926,2545.36925529149
"57",927,6249.93899487144
"58",928,10521.3473560614
"59",929,1731.46513320068
"60",930,2128.25216832769
"61",931,6229.60894303465
"62",932,9954.5087344514
"63",933,9954.5087344514
"64",934,1844.83285752268
"65",935,2035.21449584247
"66",936,1901.51671968368
"67",937,10351.2957695784
"68",938,10104.2302690976
"69",939,6703.40989215946
"70",940,2035.21449584247
"71",941,2828.7885660965
"72",942,10011.1925966124
"73",943,10974.8182533494
"74",944,5909.83582190543
"75",945,1978.53063368147
"76",946,5719.45418358564
"77",947,2035.21449584247
"78",948,2148.58222016448
"79",949,2128.25216832769
"80",950,5832.82190790764
"81",951,2241.61989264969
"82",952,6136.57127054944
"83",953,6136.57127054944
"84",954,2014.88444400568
"85",955,5889.50577006864
"86",956,9897.82487229039
"87",957,11484.9730127984
"88",958,2241.61989264969
"89",959,10578.0312182224
"90",960,19064.1640784414
"91",961,2318.63380664748
"92",962,6193.25513271044
"93",963,6116.24121871265
"94",964,6363.30671919345
"95",965,2091.89835800348
"96",966,18440.6415946703
"97",967,2261.94994448648
"98",968,9954.5087344514
"99",969,14602.3740789316
"100",970,2261.94994448648
"101",971,6079.88740838844
"102",972,6249.93899487144
"103",973,1958.20058184468
"104",974,2035.21449584247
"105",975,5966.51968406643
"106",976,2205.26608232548
"107",977,6760.09375432046
"108",978,2318.63380664748
"109",979,10351.2957695784
"110",980,18100.5384217043
"111",981,2318.63380664748
"112",982,10237.9280452564
"113",983,2318.63380664748
"114",984,2261.94994448648
"115",985,6136.57127054944
"116",986,2128.25216832769
"117",987,1731.46513320068
"118",988,6079.88740838844
"119",989,10274.2818555806
"120",990,2148.58222016448
"121",991,6419.99058135445
"122",992,2261.94994448648
"123",993,6363.30671919345
"124",994,5662.77032142464
"125",995,5719.45418358564
"126",996,6590.04216783745
"127",997,1844.83285752268
"128",998,14736.0718550904
"129",999,10067.8764587734
"130",1000,2035.21449584247
"131",1001,6590.04216783745
"132",1002,5662.77032142464
"133",1003,6249.93899487144
"134",1004,6816.77761648146
"135",1005,2545.36925529149
"136",1006,6193.25513271044
"137",1007,2091.89835800348
"138",1008,6249.93899487144
"139",1009,18270.5900081873
"140",1010,6419.99058135445
"141",1011,10047.5464069366
"142",1012,6363.30671919345
"143",1013,6419.99058135445
"144",1014,6002.87349439065
"145",1015,5889.50577006864
"146",1016,2432.00153096949
"147",1017,2545.36925529149
"148",1018,9954.5087344514
"149",1019,10067.8764587734
"150",1020,1674.78127103967
"151",1021,6193.25513271044
"152",1022,5776.13804574664
"153",1023,6079.88740838844
"154",1024,10501.0173042246
"155",1025,13978.8515951606
"156",1026,17683.4213347405
"157",1027,6193.25513271044
"158",1028,5966.51968406643
"159",1029,5909.83582190543
"160",1030,10748.0828047054
"161",1031,5909.83582190543
"162",1032,2545.36925529149
"163",1033,9897.82487229039
"164",1034,2035.21449584247
"165",1035,6002.87349439065
"166",1036,2035.21449584247
"167",1037,6023.20354622744
"168",1038,10294.6119074174
"169",1039,9897.82487229039
"170",1040,6306.62285703244
"171",1041,2014.88444400568
"172",1042,2318.63380664748
"173",1043,9954.5087344514
"174",1044,6703.40989215946
"175",1045,1958.20058184468
"176",1046,1731.46513320068
"177",1047,6079.88740838844
"178",1048,9764.1270961316
"179",1049,2432.00153096949
"180",1050,6079.88740838844
"181",1051,11314.9214263154
"182",1052,2128.25216832769
"183",1053,6136.57127054944
"184",1054,2318.63380664748
"185",1055,2014.88444400568
"186",1056,2318.63380664748
"187",1057,5719.45418358564
"188",1058,14339.2848199634
"189",1059,6760.09375432046
"190",1060,2318.63380664748
"191",1061,6419.99058135445
"192",1062,5889.50577006864
"193",1063,6229.60894303465
"194",1064,2148.58222016448
"195",1065,6059.55735655165
"196",1066,2261.94994448648
"197",1067,3112.20787690151
"198",1068,18667.3770433143
"199",1069,5662.77032142464
"200",1070,2205.26608232548
"201",1071,2261.94994448648
"202",1072,6419.99058135445
"203",1073,2091.89835800348
"204",1074,6249.93899487144
"205",1075,6023.20354622744
"206",1076,14679.3879929294
"207",1077,18270.5900081873
"208",1078,6249.93899487144
"209",1079,6249.93899487144
"210",1080,6456.34439167866
"211",1081,2432.00153096949
"212",1082,2205.26608232548
"213",1083,1731.46513320068
"214",1084,6533.35830567645
"215",1085,9650.7593718096
"216",1086,10217.5979934196
"217",1087,6023.20354622744
"218",1088,2318.63380664748
"219",1089,2318.63380664748
"220",1090,6023.20354622744
"221",1091,6079.88740838844
"222",1092,6229.60894303465
"223",1093,9650.7593718096
"224",1094,6079.88740838844
"225",1095,5719.45418358564
"226",1096,6136.57127054944
"227",1097,2942.1562904185
"228",1098,2014.88444400568
"229",1099,2432.00153096949
"230",1100,6249.93899487144
"231",1101,17987.1706973823
"232",1102,6136.57127054944
"233",1103,6116.24121871265
"234",1104,11371.6052884764
"235",1105,2432.00153096949
"236",1106,2128.25216832769
"237",1107,2488.68539313049
"238",1108,6249.93899487144
"239",1109,5776.13804574664
"240",1110,6023.20354622744
"241",1111,6229.60894303465
"242",1112,10181.2441830954
"243",1113,10237.9280452564
"244",1114,6399.66052951766
"245",1115,10804.7666668664
"246",1116,2128.25216832769
"247",1117,6703.40989215946
"248",1118,5946.18963222964
"249",1119,10748.0828047054
"250",1120,2432.00153096949
"251",1121,10521.3473560614
"252",1122,14318.9547681266
"253",1123,5946.18963222964
"254",1124,14035.5354573216
"255",1125,2091.89835800348
"256",1126,1731.46513320068
"257",1127,2014.88444400568
"258",1128,6193.25513271044
"259",1129,14339.2848199634
"260",1130,2205.26608232548
"261",1131,9594.0755096486
"262",1132,14282.6009578024
"263",1133,6249.93899487144
"264",1134,1901.51671968368
"265",1135,2545.36925529149
"266",1136,2318.63380664748
"267",1137,2942.1562904185
"268",1138,5946.18963222964
"269",1139,10351.2957695784
"270",1140,13885.8139226754
"271",1141,6249.93899487144
"272",1142,6249.93899487144
"273",1143,10918.1343911884
"274",1144,5909.83582190543
"275",1145,6172.92508087365
"276",1146,6136.57127054944
"277",1147,6023.20354622744
"278",1148,2205.26608232548
"279",1149,2148.58222016448
"280",1150,6306.62285703244
"281",1151,1901.51671968368
"282",1152,5832.82190790764
"283",1153,6513.02825383966
"284",1154,2035.21449584247
"285",1155,6590.04216783745
"286",1156,14282.6009578024
"287",1157,2261.94994448648
"288",1158,6533.35830567645
"289",1159,2205.26608232548
"290",1160,6079.88740838844
"291",1161,2318.63380664748
"292",1162,9954.5087344514
"293",1163,2298.30375481069
"294",1164,10067.8764587734
"295",1165,2128.25216832769
"296",1166,1788.14899536168
"297",1167,10181.2441830954
"298",1168,6023.20354622744
"299",1169,2318.63380664748
"300",1170,2432.00153096949
